Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_TklW,Performance_Int,Performance_OG,Performance_PKwon,Performance_PKcon,match_date,home_team,away_team,score,match_url,stat_type,squad_side,Birthdate
Rui Silva,13.0,POR,Goalkeeper,29-187,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Sunday August 13, 2023",Villarreal,Real Betis,1-2,https://fbref.com/en/matches/b8258a85/Villarreal-Real-Betis-August-13-2023-La-Liga,summary,away,1994-02-06
16 Players,,,,,990,2,2,0,0,12,5,3,0,17,13,1,14,19,17,0,,,"Sunday August 13, 2023",Villarreal,Real Betis,1-2,https://fbref.com/en/matches/b8258a85/Villarreal-Real-Betis-August-13-2023-La-Liga,summary,away,
Juanmi Latasa,14.0,ESP,Forward,22-143,63,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,2001-03-23
Borja Mayoral,19.0,ESP,Forward,26-130,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,1997-04-05
Jaime Mata,7.0,ESP,Left Midfielder,34-293,56,0,0,0,0,0,0,2,1,3,0,0,3,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,1988-10-22
Djene,2.0,TOG,Central Midfielder,31-225,90,0,0,0,0,0,0,1,0,2,3,1,3,0,3,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,1991-12-30
Carles Alena,11.0,ESP,Central Midfielder,25-220,64,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,1998-01-04
Anthony Lozano,17.0,HON,Forward,30-110,26,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,1993-04-25
Nemanja Maksimovic,20.0,SRB,Central Midfielder,28-199,90,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,1995-01-25
Iglesias,21.0,ESP,Right Midfielder,25-041,90,0,0,0,0,2,2,0,0,0,1,0,3,0,1,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,1998-07-03
Gaston Alvarez,4.0,URU,Left Back,23-142,90,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,2000-03-23
Stefan Mitrovic,23.0,SRB,Centre-Back,33-083,45,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,1990-05-22
Portu,9.0,ESP,Forward / Midfielder,31-084,45,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,1992-05-19
Domingos Duarte,6.0,POR,Centre-Back,28-156,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,1995-03-10
Damian Suarez,22.0,URU,Right Back,35-108,90,0,0,0,0,0,0,1,0,5,1,0,4,1,2,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,1988-04-26
David Soria,13.0,ESP,Goalkeeper,30-131,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,1993-04-04
14 Players,,,,,956,0,0,0,0,5,2,8,1,20,9,4,17,6,14,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,home,
Robert Lewandowski,9.0,POL,Forward,34-357,90,0,0,0,0,2,2,0,0,2,3,0,0,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,1988-08-19
Ilkay Gundogan,22.0,GER,Attacking Midfielder,32-293,78,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,1990-10-24
Gavi,6.0,ESP,Forward / Midfielder,19-008,12,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,2004-08-04
Pedri,8.0,ESP,Attacking Midfielder,20-261,78,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,2002-11-24
Ansu Fati,10.0,ESP,Forward / Midfielder,20-286,12,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,2002-10-31
Raphinha,11.0,BRA,Attacking Midfielder,26-242,41,0,0,0,0,2,2,1,1,1,2,1,3,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,1996-12-13
Frenkie de Jong,21.0,NED,Defensive Midfielder,26-093,90,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,1997-05-12
Oriol Romeu,18.0,ESP,Defensive Midfielder,31-323,75,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,1991-09-23
Lamine Yamal,27.0,ESP,Forward / Midfielder,16-031,15,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,2007-07-12
Alejandro Balde,28.0,ESP,Left Back,19-299,90,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,2003-10-18
Andreas Christensen,15.0,DEN,Centre-Back,27-125,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,1996-04-09
Abde Ezzalzouli,16.0,MAR,Forward / Midfielder,21-239,45,0,0,0,0,3,0,0,0,0,2,0,4,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,2001-12-17
Jules Kounde,23.0,FRA,Centre-Back,24-274,90,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,1998-11-11
Ronald Araujo,4.0,URU,Right Back,24-159,90,0,0,0,0,0,0,0,0,2,3,0,2,2,2,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,1999-03-07
Marc-Andre ter Stegen,1.0,GER,Goalkeeper,31-105,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,1992-04-29
16 Players,,,,,941,0,0,0,0,14,4,2,2,11,19,2,17,6,3,0,,,"Sunday August 13, 2023",Getafe,Barcelona,0-0,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga,summary,away,
Roger Marti,21.0,ESP,Forward,32-223,86,0,0,0,0,5,1,0,0,0,3,0,0,1,1,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1991-01-03
Jorge Mere,22.0,ESP,Defender,26-119,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1997-04-17
Chris Ramos,16.0,ESP,Forward,26-210,90,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1997-01-15
Darwin Machis,18.0,VEN,Left Midfielder,30-188,86,0,0,0,0,1,1,0,0,2,1,1,4,3,1,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1993-02-07
Alex Fernandez,8.0,ESP,Defender / Midfielder,30-303,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1992-10-14
Ruben Alcaraz,4.0,ESP,Central Midfielder,32-105,90,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1991-05-01
Fede San Emeterio,24.0,ESP,Central Midfielder,26-151,70,1,0,0,0,1,1,0,0,2,2,0,0,1,1,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1997-03-16
Gonzalo Escalante,17.0,ARG,Midfielder,30-140,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1993-03-27
Ivan Alejo,11.0,ESP,Right Midfielder,28-185,64,0,0,0,0,1,0,0,0,3,3,0,4,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1995-02-10
Ruben Sobrino,7.0,ESP,Forward / Midfielder,31-074,26,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1992-05-30
Javi Hernandez,15.0,ESP,Left Back,25-104,64,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1998-05-02
Lucas,33.0,BRA,Defender,22-143,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,2001-03-24
Fali,3.0,ESP,Centre-Back,30-002,90,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1993-08-12
Luis Hernandez,23.0,ESP,Centre-Back,34-122,90,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1989-04-14
Isaac Carcelen,20.0,ESP,Right Back,30-113,90,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1993-04-23
Jeremias Ledesma,1.0,ARG,Goalkeeper,30-182,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,1993-02-12
16 Players,,,,,987,1,1,0,0,12,3,3,1,19,15,2,12,9,5,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,home,
Miguel,9.0,ESP,Forward,23-345,56,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1999-09-03
Kike,15.0,ESP,Forward,33-262,34,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1989-11-25
Luis Rioja,11.0,ESP,Left Midfielder,29-302,90,0,0,0,0,3,1,0,0,2,1,0,10,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1993-10-15
Ander Guevara,6.0,ESP,Central Midfielder,26-038,84,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1997-07-06
Mamadou Sylla,7.0,SEN,Forward,29-147,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1994-03-20
Antonio Blanco,8.0,ESP,Central Midfielder,23-022,63,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,2000-07-21
Carlos Benavidez,23.0,URU,Midfielder,25-137,27,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1998-03-30
Jon Guridi,18.0,ESP,Right Midfielder,28-167,90,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1995-02-27
Ruben Duarte,3.0,ESP,Left Back,27-300,63,0,0,0,0,1,1,1,0,3,1,0,4,1,2,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1995-10-18
Javi Lopez,27.0,ESP,Defender,21-142,27,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,2002-03-25
Rafa Marin,16.0,ESP,Centre-Back,21-087,90,0,0,0,0,1,0,0,0,3,1,0,0,0,2,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,2002-05-18
Aleksandar Sedlar,4.0,SRB,Centre-Back,31-244,63,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1991-12-13
Abde Rebbach,21.0,ALG,Midfielder,25-003,27,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1998-08-11
Abdel Abqar,5.0,MAR,Centre-Back,24-157,90,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1999-03-10
Andoni Gorosabel,2.0,ESP,Right Back,27-010,90,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1996-08-02
Antonio Sivera,1.0,ESP,Goalkeeper,27-003,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,1996-08-10
16 Players,,,,,990,0,0,0,0,10,2,2,0,15,19,2,24,6,11,0,,,"Monday August 14, 2023",Cádiz,Alavés,1-0,https://fbref.com/en/matches/c36e6859/Cadiz-Alaves-August-14-2023-La-Liga,summary,away,
Alvaro Morata,19.0,ESP,Forward,30-295,57,1,0,0,0,3,2,1,0,3,1,1,0,0,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1992-10-22
Memphis,9.0,NED,Forward / Midfielder,29-182,33,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1994-02-12
Antoine Griezmann,7.0,FRA,Forward,32-146,76,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1991-03-21
Saul Niguez,8.0,ESP,Midfielder,28-266,14,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1994-11-21
Yannick Carrasco,21.0,BEL,Left Midfielder,29-344,90,0,1,0,0,0,0,0,0,1,2,1,5,3,1,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1993-09-04
Thomas Lemar,11.0,FRA,Central Midfielder,27-275,58,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1995-11-12
Caglar Soyuncu,4.0,TUR,Defender,27-083,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1996-05-22
Rodrigo De Paul,5.0,ARG,Central Midfielder,29-082,77,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1994-05-23
Angel Correa,10.0,ARG,Forward / Midfielder,28-158,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1995-03-09
Koke,6.0,ESP,Central Midfielder,31-218,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1992-01-07
Pablo Barrios,24.0,ESP,Midfielder,20-060,84,0,0,0,0,0,0,0,0,1,2,0,1,1,5,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,2003-06-14
Marcos Llorente,14.0,ESP,Right Midfielder,28-196,90,1,0,0,0,1,1,0,0,0,1,1,2,1,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1995-01-29
Mario Hermoso,22.0,ESP,Centre-Back,28-057,90,0,0,0,0,0,0,1,0,4,1,0,1,2,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1995-06-18
Stefan Savic,15.0,MNE,Centre-Back,32-218,90,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1991-01-07
Cesar Azpilicueta,3.0,ESP,Centre-Back,33-351,90,0,0,0,0,1,1,1,0,1,1,0,1,1,2,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1989-08-28
Jan Oblak,13.0,SVN,Goalkeeper,30-219,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,1993-01-06
16 Players,,,,,990,3,1,0,0,14,6,3,0,15,9,3,18,10,16,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,home,
Myrto Uzuni,11.0,ALB,Forward,28-075,90,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,away,1995-05-31
Samu Omorodion,29.0,ESP,Forward,19-101,80,1,0,0,0,3,2,0,0,1,3,0,0,1,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,away,2004-05-04
Bryan Zaragoza,26.0,ESP,Forward / Midfielder,21-339,10,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,away,2001-09-09
Oscar Melendo,21.0,ESP,Central Midfielder,25-356,57,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,away,1997-08-23
Gonzalo Villar,24.0,ESP,Midfielder,25-144,33,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,away,1998-03-23
Gerard Gumbau,23.0,ESP,Central Midfielder,28-239,73,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,away,1994-12-17
Ricard Sanchez,12.0,ESP,Defender,23-173,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,away,2000-02-22
Sergio Ruiz,20.0,ESP,Central Midfielder,28-241,90,0,0,0,0,1,0,0,0,2,3,0,0,1,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,away,1994-12-15
Carlos Neva,15.0,ESP,Left Back,27-063,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,away,1996-06-10
Njegos Petrovic,18.0,SRB,Midfielder,24-027,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,away,1999-07-18
Ignasi Miquel,14.0,ESP,Centre-Back,30-320,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,"Monday August 14, 2023",Atlético Madrid,Granada,3-1,https://fbref.com/en/matches/a96e4e26/Atletico-Madrid-Granada-August-14-2023-La-Liga,summary,away,1992-09-27
