Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_TklW,Performance_Int,Performance_OG,Performance_PKwon,Performance_PKcon,match_date,home_team,away_team,score,match_url,stat_type,squad_side,Birthdate
Lucas Holer,9,GER,Forward / Midfielder,28-104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,7/10/1994
Daniel Kyereh,11,GHA,Attacking Midfielder,26-228,89,0,0,0,0,3,1,0,0,3,2,0,0,0,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,3/7/1996
Nils Petersen,18,GER,Forward,33-320,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,12/5/1988
Christian Gunter,30,GER,Defensive Midfielder,29-236,90,0,0,0,0,1,0,0,0,0,0,1,12,1,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,2/28/1993
Nicolas Hofler,27,GER,Defensive Midfielder,32-227,89,0,0,0,0,1,1,1,0,2,2,0,0,3,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,3/9/1990
Maximilian Eggestein,8,GER,Midfielder,25-318,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,12/7/1996
Yannik Keitel,14,GER,Defensive Midfielder,22-249,45,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,2/15/2000
Ritsu Doan,42,JPN,Forward / Midfielder,24-128,45,0,0,0,0,2,1,0,0,1,1,0,2,2,1,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,6/16/1998
Kiliann Sildillia,25,FRA,Defensive Midfielder,20-159,90,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,5/16/2002
Philipp Lienhart,3,AUT,Centre-Back,26-103,87,0,0,0,0,4,0,0,0,2,2,0,0,0,1,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,7/10/1996
Keven Schlotterbeck,31,GER,Defender,25-177,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,4/28/1997
Matthias Ginter,28,GER,Centre-Back,28-276,90,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,1/19/1994
Lukas Kubler,17,GER,Centre-Back,30-053,90,1,0,0,0,1,1,0,0,0,0,0,4,1,2,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,8/29/1992
Mark Flekken,26,NED,Goalkeeper,29-131,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,6/13/1993
16 Players,,,,,990,2,1,1,1,25,7,2,0,14,12,3,28,8,7,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,home,
Marvin Ducksch,7,GER,Forward,28-229,90,0,0,0,0,0,0,0,0,0,3,0,3,3,1,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,3/7/1994
Niclas Fullkrug,11,GER,Forward,29-255,90,0,0,0,0,2,0,1,0,4,3,0,0,0,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,2/9/1993
Lee Buchanan,26,ENG,Left Midfielder,21-229,87,0,0,0,0,0,0,1,0,1,1,0,1,2,2,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,3/7/2001
Fabio Chiarodia,39,ITA,Defender,17-139,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,6/5/2005
Jens Stage,6,DEN,Central Midfielder,25-348,75,0,0,0,0,1,0,0,0,1,2,0,0,2,2,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,11/7/1996
Eren Dinkci,21,GER,Midfielder,20-313,15,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,12/13/2001
Ilia Gruev,28,BUL,Central Midfielder,22-169,90,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,5/5/2000
Romano Schmid,20,AUT,Central Midfielder,22-268,75,0,0,0,0,1,0,0,0,1,3,0,0,1,1,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,1/27/2000
Oliver Burke,9,SCO,Forward / Midfielder,25-198,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,4/7/1997
Mitchell Weiser,8,GER,Right Midfielder,28-184,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,4/21/1994
Felix Agu,27,NGA,Defender / Midfielder,23-025,26,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,9/27/1999
Anthony Jung,3,GER,Centre-Back,30-353,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,11/3/1991
Marco Friedl,32,AUT,Centre-Back,24-220,13,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,3/16/1998
Amos Pieper,5,GER,Centre-Back,24-278,90,0,0,0,0,3,1,0,0,0,0,0,1,2,1,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,1/17/1998
Jiri Pavlenka,1,CZE,Goalkeeper,30-191,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,4/13/1992
15 Players,,,,,913,0,0,0,0,10,1,2,1,12,14,0,6,14,12,0,,,"Saturday October 22, 2022",Freiburg,Werder Bremen,Feb-00,"Freiburg, Germany",summary,away,
Youssoufa Moukoko,18,GER,Forward,17-336,90,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,11/19/2004
Gio Reyna,7,USA,Attacking Midfielder,19-343,66,1,0,0,0,2,1,0,0,1,1,0,0,1,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,11/13/2002
Anthony Modeste,20,FRA,Forward,34-191,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,4/13/1988
Julian Brandt,19,GER,Attacking Midfielder,26-173,90,0,0,0,0,1,1,0,0,0,1,0,5,1,1,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,5/1/1996
Karim Adeyemi,27,GER,Attacking Midfielder,20-277,66,0,0,0,0,3,1,0,0,0,1,0,4,1,1,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,1/18/2002
Thorgan Hazard,10,BEL,Forward / Midfielder,29-207,24,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,3/29/1993
Salih Ozcan,6,TUR,Defensive Midfielder,24-284,90,0,0,0,0,0,0,1,0,3,1,0,0,1,1,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,1/11/1998
Jude Bellingham,22,ENG,Defensive Midfielder,19-115,90,2,0,0,0,4,2,0,0,0,1,0,1,2,2,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,6/29/2003
Raphael Guerreiro,13,POR,Left Back,28-304,79,0,2,0,0,1,1,0,0,0,0,0,2,2,1,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,12/22/1993
Marius Wolf,17,GER,Defender / Forward,27-148,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,5/27/1995
Nico Schlotterbeck,4,GER,Centre-Back,22-325,55,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,12/1/1999
Emre Can,23,GER,Defender / Midfielder,28-283,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,1/12/1994
Mats Hummels,15,GER,Centre-Back,33-310,65,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,12/15/1988
Felix Passlack,30,GER,Defender / Midfielder,24-146,25,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,5/29/1998
Niklas Sule,25,GER,Right Back,27-049,90,1,1,0,0,3,2,0,0,1,1,0,2,0,1,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,9/3/1995
Gregor Kobel,1,SUI,Goalkeeper,24-320,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,12/6/1997
16 Players,,,,,990,5,5,0,0,18,10,1,0,7,7,0,19,15,12,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,home,
Tiago Tomas,10,POR,Forward,20-128,61,0,0,0,0,1,1,0,0,1,1,1,2,0,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,6/16/2002
Juan Perea,11,COL,Forward,22-241,29,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,2/23/2000
Serhou Guirassy,9,GUI,Forward,26-224,73,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,3/11/1996
Luca Pfeiffer,20,GER,Forward,26-063,17,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,8/19/1996
Borna Sosa,24,CRO,Left Midfielder,24-274,90,0,0,0,0,1,0,0,0,0,0,0,7,1,1,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,1/21/1998
Naouirou Ahamada,32,FRA,Central Midfielder,20-207,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,3/29/2002
Atakan Karazor,16,TUR,Midfielder,26-009,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,10/12/1996
Wataru Endo,3,JPN,Central Midfielder,29-255,90,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,2/9/1993
Enzo Millot,8,FRA,Central Midfielder,20-097,56,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,7/17/2002
Nikolas Nartey,28,DEN,Midfielder,22-242,34,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,2/22/2000
Silas Katompa,14,COD,Right Midfielder,24-016,56,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,10/6/1998
Chris Fuhrich,22,GER,Forward / Midfielder,24-286,34,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,1/9/1998
Dan-Axel Zagadou,23,FRA,Centre-Back,23-141,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,6/3/1999
Waldemar Anton,2,GER,Centre-Back,26-094,90,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,7/19/1996
Konstantinos Mavropanos,5,GRE,Centre-Back,24-315,90,0,0,0,0,1,0,0,0,0,1,0,0,2,4,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,12/11/1997
Florian Muller,1,GER,Goalkeeper,24-343,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,11/13/1997
16 Players,,,,,990,0,0,0,0,10,1,0,0,8,7,3,12,8,12,0,,,"Saturday October 22, 2022",Dortmund,Stuttgart,May-00,"Dortmund, Germany",summary,away,
Marcus Thuram,10,FRA,Forward,25-077,90,1,0,0,0,3,2,0,0,0,2,0,0,0,0,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,8/6/1997
Alassane Plea,14,FRA,Attacking Midfielder,29-226,90,0,1,0,0,0,0,0,0,1,4,0,6,0,1,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,3/10/1993
Christoph Kramer,6,GER,Attacking Midfielder,31-245,90,0,0,0,0,0,0,1,0,3,1,0,1,1,0,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,2/19/1991
Lars Stindl,13,GER,Attacking Midfielder,34-057,69,0,0,0,0,1,1,0,0,0,0,0,3,1,1,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,8/25/1988
Nathan N'Goumou,19,CMR,Forward / Midfielder,22-222,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,3/13/2000
Manu Kone,17,FRA,Defensive Midfielder,21-158,70,0,0,0,0,0,0,1,0,3,2,0,0,2,1,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,5/17/2001
Luca Netz,20,GER,Defender / Midfielder,19-160,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,5/15/2003
Julian Weigl,8,GER,Defensive Midfielder,27-044,90,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,9/8/1995
Ramy Bensebaini,25,ALG,Left Back,27-189,90,0,0,0,0,1,0,0,0,1,5,0,2,3,2,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,4/16/1995
Nico Elvedi,30,SUI,Centre-Back,26-022,90,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,9/29/1996
Marvin Friedrich,5,GER,Centre-Back,26-313,90,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,12/13/1995
Joe Scally,29,USA,Right Back,19-295,89,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,12/31/2002
Patrick Herrmann,7,GER,Forward / Midfielder,31-252,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,2/12/1991
Tobias Sippel,21,GER,Goalkeeper,34-214,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,3/21/1988
14 Players,,,,,990,1,1,0,0,7,3,3,0,9,20,0,19,14,10,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,home,
Randal Kolo Muani,9,FRA,Forward,23-321,82,0,1,0,0,4,1,0,0,1,1,2,1,0,0,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,12/5/1998
Rafael Borre,19,COL,Forward,27-037,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,9/15/1995
Mario Gotze,27,GER,Attacking Midfielder,30-141,90,0,0,0,0,2,0,0,0,3,1,0,1,0,1,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,6/2/1992
Jesper Lindstrom,29,DEN,Attacking Midfielder,22-235,82,2,0,0,0,3,2,0,0,0,1,0,0,0,2,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,2/29/2000
Faride Alidou,11,GER,Forward,21-096,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,7/18/2001
Christopher Lenz,25,GER,Defensive Midfielder,28-030,90,0,1,0,0,3,1,0,0,2,1,0,6,2,2,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,9/22/1994
Djibril Sow,8,SUI,Defensive Midfielder,25-258,90,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,2/6/1997
Daichi Kamada,15,JPN,Defensive Midfielder,26-078,52,0,0,0,0,0,0,1,0,4,1,0,1,1,1,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,8/4/1996
Sebastian Rode,17,GER,Midfielder,32-011,38,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,10/11/1990
Junior Dina Ebimbe,26,CMR,Defensive Midfielder,21-335,90,1,0,0,0,2,1,0,0,4,0,0,1,4,2,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,11/20/2000
Obite N'Dicka,2,CIV,Centre-Back,23-063,90,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,8/20/1999
Kristijan Jakic,6,CRO,Centre-Back,25-161,90,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,5/14/1997
Tuta,35,BRA,Centre-Back,23-110,90,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,7/4/1999
Kevin Trapp,1,GER,Goalkeeper,32-106,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,7/8/1990
14 Players,,,,,990,3,2,0,0,15,5,2,0,20,9,4,11,13,12,0,,,"Saturday October 22, 2022",Mönchengladbach,Eintracht Frankfurt,3-Jan,"Mönchengladbach, Germany",summary,away,
Christopher Antwi-Adjei,22,GHA,Forward,28-258,78,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,2/7/1994
Patrick Osterhage,6,GER,Midfielder,22-264,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,2/1/2000
Philipp Hofmann,33,GER,Forward,29-207,64,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,3/30/1993
Silvere Ganvoula M'Boussy,35,CGO,Forward,26-116,26,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,6/28/1996
Jordi Osei-Tutu,18,ENG,Forward,24-021,63,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,10/2/1998
Gerrit Holtmann,17,PHI,Forward / Midfielder,27-212,27,1,0,0,0,3,1,0,0,2,1,0,1,0,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,3/25/1995
Kevin Stoger,7,AUT,Central Midfielder,29-057,90,0,0,0,0,0,0,0,0,3,1,0,2,1,2,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,8/27/1993
Philipp Forster,10,GER,Central Midfielder,27-261,78,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,2/4/1995
Kostas Stafylidis,16,GRE,Defender / Midfielder,28-325,12,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,12/2/1993
Anthony Losilla,8,FRA,Central Midfielder,36-227,90,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,3/10/1986
Danilo Soares,3,BRA,Left Back,30-359,90,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,10/29/1991
Ivan Ordets,20,UKR,Centre-Back,30-107,90,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,7/7/1992
Erhan Masovic,4,SRB,Centre-Back,23-335,90,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,11/22/1998
Cristian Gamboa,2,CRC,Right Back,32-364,86,0,0,0,0,0,0,0,0,1,1,0,6,5,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,10/24/1989
Tim Oermann,14,GER,Defender,19-017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,10/6/2003
Manuel Riemann,1,GER,Goalkeeper,34-044,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,9/8/1988
16 Players,,,,,990,2,2,0,0,9,5,1,0,14,10,2,15,14,4,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,home,
Jordan Pefok,45,USA,Forward,26-180,61,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,away,4/25/1996
Kevin Behrens,17,GER,Forward,31-262,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,away,2/3/1991
Sheraldo Becker,27,SUR,Forward,27-256,61,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,away,2/9/1995
Jamie Leweling,40,GER,Forward / Midfielder,21-239,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,away,2/26/2001
Niko Giesselmann,23,GER,Left Midfielder,31-027,61,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,away,9/26/1991
Julian Ryerson,6,NOR,Defender / Midfielder,24-340,29,0,0,0,0,0,0,1,0,1,2,0,3,0,1,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,away,11/17/1997
Janik Haberer,19,GER,Central Midfielder,28-204,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Sunday October 23, 2022",Bochum,Union Berlin,1-Feb,"Bochum, Germany",summary,away,4/2/1994
